Intervention,Trial_Count,Active_Hope_Count,Failed_Count,Completed_Count,Mean_Success_Score,Mean_Failure_Index,Pathways,Repurposing_Opportunity_Score
l-leucine 13c6,1,0,0,1,46.0,62.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,22.400000000000002
18fav45,1,0,0,1,46.0,62.0,Amyloid; Synaptic / Cognitive; Vascular,22.400000000000002
ad drugs,1,0,0,0,51.0,57.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate; Lifestyle / Digital,22.400000000000002
neurological examinations,1,0,0,1,46.0,62.0,Tau; Synaptic / Cognitive; Vascular,22.400000000000002
transdermal trigeminal electrical neuromodulation(cefaly),1,0,0,0,51.0,57.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,22.400000000000002
mri 7t,1,0,0,1,46.0,62.0,Tau; Synaptic / Cognitive; Vascular,22.400000000000002
functional brain mri,1,0,0,0,51.0,57.0,Synaptic / Cognitive,22.400000000000002
preventing loss of independence through exercise (plie),1,0,0,1,46.0,62.0,Synaptic / Cognitive; Lifestyle / Digital,22.400000000000002
apolipoprotein (apoe) detection,1,0,0,0,51.0,57.0,Amyloid; Tau; Synaptic / Cognitive,22.400000000000002
"educational program, by telephone",1,0,0,1,46.0,54.0,Unspecified / Other,22.400000000000002
4at delirium,1,0,0,0,51.0,57.0,Neuroinflammation; Synaptic / Cognitive,22.400000000000002
mri-examinations,1,0,0,0,51.0,57.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,22.400000000000002
psychiatric tests,1,0,0,0,51.0,57.0,Amyloid; Tau; Synaptic / Cognitive,22.400000000000002
40 hz sound stimulation,1,0,0,0,51.0,57.0,Amyloid; Synaptic / Cognitive,22.400000000000002
educational brochure,1,0,0,0,51.0,57.0,Synaptic / Cognitive; Vascular,22.400000000000002
cerebral [15o]h2o pet before and after diamox infusion,1,0,0,0,51.0,57.0,Vascular,22.400000000000002
cerebral spinal fluid sample,1,0,0,0,51.0,57.0,Neuroinflammation; Synaptic / Cognitive,22.400000000000002
caregiver website support,1,0,0,1,46.0,62.0,Synaptic / Cognitive,22.400000000000002
meg+hdeeg+mri,1,0,0,0,51.0,57.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,22.400000000000002
caregiver brief supportive phone calls,1,0,0,1,46.0,62.0,Synaptic / Cognitive,22.400000000000002
range of motion/stretching exercise,1,0,0,1,46.0,62.0,Synaptic / Cognitive; Lifestyle / Digital,22.400000000000002
tear fluid collection (schirmer's strip),1,0,0,0,51.0,57.0,Unspecified / Other,22.400000000000002
telehealth-delivered care coordination program,1,0,0,0,51.0,57.0,Unspecified / Other,22.400000000000002
"non-invasive, multimodal retinal imaging",1,0,0,0,51.0,64.0,Amyloid; Synaptic / Cognitive; Vascular,22.400000000000002
mri 3t,1,0,0,1,46.0,62.0,Tau; Synaptic / Cognitive; Vascular,22.400000000000002
alzhamyd,1,0,0,0,51.0,57.0,Amyloid,22.400000000000002
tacs combined with 40 hz sound stimulation,1,0,0,0,51.0,57.0,Amyloid; Synaptic / Cognitive,22.400000000000002
montreal cognitive assessment,1,0,0,0,51.0,57.0,Neuroinflammation; Synaptic / Cognitive,22.400000000000002
tep fdg,1,0,0,0,51.0,57.0,Synaptic / Cognitive,22.400000000000002
stroop test,1,0,0,0,51.0,57.0,Neuroinflammation; Synaptic / Cognitive,22.400000000000002
colonoscopy with colonic biopsies,1,0,0,0,51.0,57.0,Amyloid; Tau,22.400000000000002
circulating tpa dosage,1,0,0,0,51.0,57.0,Synaptic / Cognitive,22.400000000000002
magnesium sulfate,1,0,0,0,51.0,57.0,Amyloid; Synaptic / Cognitive,22.400000000000002
true acupuncture,1,0,0,0,51.0,57.0,Synaptic / Cognitive,22.400000000000002
rectosigmoidoscopy with colonic biopsies,1,0,0,0,51.0,57.0,Amyloid; Tau,22.400000000000002
cycling exercise,1,0,0,1,46.0,62.0,Synaptic / Cognitive; Lifestyle / Digital,22.400000000000002
"resveratrol with glucose, and malate",1,0,0,1,46.0,62.0,Synaptic / Cognitive; Metabolic / Mitochondrial,22.400000000000002
grooved pegboard,1,0,0,0,51.0,57.0,Neuroinflammation; Synaptic / Cognitive,22.400000000000002
erp testing,1,0,0,0,51.0,57.0,Neuroinflammation; Synaptic / Cognitive,22.400000000000002
ericksonian hypnosis,1,0,0,0,51.0,57.0,Unspecified / Other,22.400000000000002
study of cerebrospinal fluid,1,0,0,0,51.0,57.0,Synaptic / Cognitive,22.400000000000002
clinic and neuropsychologic evaluation,1,0,0,0,51.0,57.0,Synaptic / Cognitive,22.400000000000002
clinical examinations,1,0,0,1,46.0,62.0,Tau; Synaptic / Cognitive; Vascular,22.400000000000002
lombar punction,1,0,0,0,51.0,57.0,Amyloid; Tau; Synaptic / Cognitive,22.400000000000002
clinical-neurological and neuropsychological tests,1,0,0,0,51.0,57.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,22.400000000000002
treatment as usual,3,0,0,2,30.666666666666668,69.33333333333333,Tau; Synaptic / Cognitive; Vascular; Tau; Synaptic / Cognitive; Tau; Synaptic / Cognitive; Lifestyle / Digital,22.266666666666666
mobile phone based intervention,1,1,0,0,38.0,62.0,Synaptic / Cognitive; Lifestyle / Digital,22.200000000000003
pramlintide challenge test,1,1,0,0,38.0,70.0,Amyloid; Synaptic / Cognitive,22.200000000000003
iti-007,2,0,1,2,40.333333333333336,67.33333333333333,Unspecified / Other,22.133333333333336
11c-pib,5,0,3,2,35.2,73.8,Amyloid; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital; Amyloid; Synaptic / Cognitive; Amyloid; Synaptic / Cognitive; Vascular; Unspecified / Other,22.080000000000002
10 keys to healthy aging,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Lifestyle / Digital,22.0
pet with 11c mp4,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Cholinergic,22.0
"donepezil, 10 mg tablet",1,0,0,1,45.0,63.0,Cholinergic,22.0
virtual kitchen training,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,22.0
baricitinib,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
paired associative stimulation,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
paired plie program,1,0,0,1,45.0,63.0,Tau; Synaptic / Cognitive; Lifestyle / Digital,22.0
sirolimus,1,0,0,1,45.0,63.0,Metabolic / Mitochondrial,22.0
contraloid acetate,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
building better caregivers workshop,1,0,0,1,45.0,62.0,Vascular,22.0
mindpod dolphin,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Lifestyle / Digital,22.0
bromocriptine mesilate,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive,22.0
additional sequence performed during mri scan,1,0,0,1,45.0,63.0,Amyloid; Tau; Synaptic / Cognitive,22.0
f-18,1,0,0,1,45.0,63.0,Amyloid; Tau; Synaptic / Cognitive; Vascular,22.0
active and active tbs,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
id1201,1,0,0,1,45.0,60.0,Amyloid; Synaptic / Cognitive,22.0
cytology and immunohistochemistry,1,0,0,1,45.0,63.0,Unspecified / Other,22.0
"donepezil, odt 10 mg",1,0,0,1,45.0,63.0,Cholinergic,22.0
gotcha! therapy application,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Lifestyle / Digital,22.0
grasp dynamic contrast-enhanced (dce) mri,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Vascular,22.0
gotcha therapy application: maintenance,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Lifestyle / Digital,22.0
123-i mni-187 injection and imaging procedures,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive,22.0
dimebon transdermal,1,0,0,3,35.0,70.0,Unspecified / Other,22.0
continuous positive airway pressure device,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,22.0
valproic acid,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
"jnj-54861911, 25 mg",2,0,1,1,45.0,66.5,Amyloid; Synaptic / Cognitive; Unspecified / Other,22.0
3t mri,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
intervention condition,1,0,0,1,45.0,62.0,Synaptic / Cognitive,22.0
3tc,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
ketogenic medium chain triglyceride drink (mct drink),1,0,0,1,45.0,63.0,Lifestyle / Digital,22.0
"jnj-54861911, 5 mg",1,0,1,0,55.0,63.0,Amyloid; Synaptic / Cognitive,22.0
acc-001 (vanutide cridificar),1,0,0,1,45.0,60.0,Amyloid,22.0
rtms with h-coil,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
montelukast buccal film,1,0,0,1,45.0,60.0,Cholinergic,22.0
3t brain scan,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Vascular,22.0
normal saline along with standard treatment,1,0,0,1,45.0,60.0,Synaptic / Cognitive; Vascular,22.0
affitope ad02,2,0,0,2,35.0,70.0,Unspecified / Other; Amyloid,22.0
measure of oxphos upregulation,1,0,0,1,45.0,63.0,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial,22.0
excitation,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive,22.0
florbetapir f 18-pet,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive; Metabolic / Mitochondrial,22.0
radiopharmaceuticals,1,0,0,1,45.0,63.0,Amyloid; Tau; Synaptic / Cognitive,22.0
trx0037,2,0,0,2,35.0,70.0,Unspecified / Other,22.0
"mri, mr spectroscopy, mr perfusion",1,0,0,1,45.0,63.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,22.0
filgrastim,1,0,0,1,45.0,63.0,Amyloid; Neuroinflammation; Synaptic / Cognitive; Lifestyle / Digital,22.0
ffc-ac-eit,1,0,0,1,45.0,62.0,Synaptic / Cognitive,22.0
photo elicitation,1,0,0,1,45.0,62.0,Unspecified / Other,22.0
pf-05212377,1,0,0,3,35.0,70.0,Unspecified / Other,22.0
"pet-mr measurement with a norepinephrine transporter (net)-selective radiotracer (s,s)-[11c]omethylreboxetine ([11c]mrb)",1,0,0,1,45.0,63.0,Tau; Synaptic / Cognitive; Lifestyle / Digital,22.0
rtfmri neurofeedback training,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
evp-0962,1,0,0,1,45.0,60.0,Amyloid; Synaptic / Cognitive,22.0
psychomotor vigilance task (pvt),1,0,0,1,45.0,63.0,Tau; Synaptic / Cognitive; Lifestyle / Digital,22.0
leaf positive emotion intervention,1,0,0,1,45.0,62.0,Unspecified / Other,22.0
choline,1,0,0,1,45.0,63.0,Lifestyle / Digital,22.0
rapamune,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
nocturnal polysomnography (npsg),1,0,0,1,45.0,63.0,Tau; Synaptic / Cognitive; Lifestyle / Digital,22.0
lactate (measured with 1h-mrsi),1,0,0,1,45.0,63.0,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial,22.0
reducing disabilities in alzheimer's disease (rdad),1,0,0,1,45.0,62.0,Synaptic / Cognitive; Vascular,22.0
[c-11],1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive,22.0
ngp 555,2,0,0,2,35.0,70.0,Amyloid,22.0
innovations in dementia empowerment and action (idea),1,0,0,1,45.0,62.0,Synaptic / Cognitive; Vascular,22.0
[123-i] av-83 injection and imaging procedures,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive,22.0
csf analysis,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
[18f]t807,1,0,0,1,45.0,63.0,Tau,22.0
[18f]t807 ([18f]mni-777),1,0,0,1,45.0,63.0,Tau,22.0
[18fluor]azd4694,1,0,0,3,35.0,70.0,Amyloid,22.0
psycho-education,1,0,0,1,45.0,62.0,Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,22.0
anodal transcranial direct current stimulation,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Vascular,22.0
pmz-1620 (sovateltide) along with standard treatment,1,0,0,1,45.0,60.0,Synaptic / Cognitive; Vascular,22.0
[123i] av 39,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive,22.0
[18f]mni-952,1,0,0,1,45.0,63.0,Tau,22.0
anodal tdcs,3,0,1,2,35.0,70.33333333333333,Synaptic / Cognitive; Lifestyle / Digital; Synaptic / Cognitive,22.0
[18f]mni-815 (mni-815),1,0,0,1,45.0,63.0,Tau,22.0
[18f]mni-1126,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
pittsburgh compound b,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive,22.0
nia diet for seniors,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,22.0
psycho-education plus physical exercise,1,0,0,1,45.0,62.0,Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,22.0
equiped-adrd intervention,1,0,0,1,45.0,62.0,Unspecified / Other,22.0
nice cognitive training,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Lifestyle / Digital,22.0
intensive cognitive training,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Lifestyle / Digital,22.0
modified atkins diet,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,22.0
ac-ole-01-va,2,0,0,2,35.0,70.0,Unspecified / Other,22.0
isocarboxazid,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
scopolamine,2,0,0,2,35.0,70.0,Synaptic / Cognitive; Cholinergic; Synaptic / Cognitive,22.0
f-18 thk-5351,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
[18f]-fmh3,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
[123i]mni-672 spect,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive,22.0
"community rx-dementia ""crxd"" caregiver resources",1,0,0,1,45.0,62.0,Unspecified / Other,22.0
disclosure of apoe genotype,1,0,0,1,45.0,62.0,Synaptic / Cognitive,22.0
[123i] impy & spect imaging,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive,22.0
tele-stella,1,0,0,1,45.0,62.0,Unspecified / Other,22.0
gadolinium-based contrast agent (gbca) for mri,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Vascular,22.0
inhibition,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive,22.0
g-csf,1,0,0,1,45.0,63.0,Amyloid; Neuroinflammation; Synaptic / Cognitive; Lifestyle / Digital,22.0
[18f] mni-558,1,0,0,1,45.0,63.0,Amyloid,22.0
biofeedback,1,0,0,1,45.0,62.0,Unspecified / Other,22.0
[18f] cfpypb,1,0,0,1,45.0,63.0,Synaptic / Cognitive,22.0
[18f]-t807 imaging tracer,1,0,0,1,45.0,63.0,Tau,22.0
probucol,1,0,0,1,45.0,63.0,Synaptic / Cognitive; Lifestyle / Digital,22.0
fluorodeoxyglucose-pet,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive; Metabolic / Mitochondrial,22.0
[18f]-feppa,1,0,0,1,45.0,63.0,Amyloid; Neuroinflammation,22.0
[18f]mk-3328,2,0,1,1,45.0,68.0,Amyloid; Synaptic / Cognitive; Synaptic / Cognitive,22.0
tauroursodeoxycholic acid and doxycycline,1,0,0,1,45.0,63.0,Amyloid; Tau; Lifestyle / Digital,22.0
[123i] av-151,1,0,0,1,45.0,63.0,Amyloid; Synaptic / Cognitive; Metabolic / Mitochondrial,22.0
semaglutide plus il-2,1,1,0,0,37.0,71.0,Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,21.8
il-2 (aldesleukin),1,1,0,0,37.0,71.0,Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,21.8
av-1980r 180 µg,1,1,0,0,37.0,71.0,Tau; Synaptic / Cognitive,21.8
brivaracetam,1,1,0,0,37.0,71.0,Synaptic / Cognitive,21.8
activity monitor,1,1,0,0,37.0,68.0,Synaptic / Cognitive; Lifestyle / Digital,21.8
64cu-fbp8,1,1,0,0,37.0,71.0,Synaptic / Cognitive,21.8
ly3954068,1,1,0,0,37.0,73.0,Tau,21.8
av-1980r 60 µg,1,1,0,0,37.0,71.0,Tau; Synaptic / Cognitive,21.8
mobile eeg,1,1,0,0,37.0,68.0,Synaptic / Cognitive; Lifestyle / Digital,21.8
sleep study,1,1,0,0,37.0,68.0,Synaptic / Cognitive; Lifestyle / Digital,21.8
pet/mr imaging,1,1,0,0,37.0,71.0,Synaptic / Cognitive,21.8
av-1980r 20 µg,1,1,0,0,37.0,71.0,Tau; Synaptic / Cognitive,21.8
dextrose water,1,1,0,0,37.0,63.0,Synaptic / Cognitive,21.8
emtriva capsule,1,1,0,0,37.0,71.0,Amyloid; Neuroinflammation; Synaptic / Cognitive,21.8
t2:c100,1,1,0,0,37.0,63.0,Unspecified / Other,21.8
symani surgical system,1,1,0,0,37.0,68.0,Amyloid; Tau,21.8
18f-gtp1,1,1,0,0,37.0,71.0,Amyloid; Tau,21.8
[18f]ro-948,1,1,0,0,37.0,71.0,Amyloid; Tau,21.8
daoib plus ao,1,1,0,0,37.0,63.0,Synaptic / Cognitive; NMDA / Glutamate,21.8
zydena (udenafil) 50mg + donepezil 5mg or 10mg,1,0,0,0,49.0,59.0,Synaptic / Cognitive; Cholinergic,21.6
cyclophosphamate,1,0,0,1,44.0,64.0,Neuroinflammation; Synaptic / Cognitive,21.6
hyperbaric oxygen therapy,1,0,0,0,49.0,59.0,Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive; Vascular,21.6
hydrocodone/apap,1,0,0,1,44.0,64.0,Vascular,21.6
astrostem,2,0,0,1,39.0,66.0,Unspecified / Other,21.6
mnemonic strategy training (mst),1,0,0,1,44.0,64.0,Synaptic / Cognitive,21.6
education intervention,3,0,1,2,34.0,68.33333333333333,Unspecified / Other; Synaptic / Cognitive,21.6
zydena (udenafil) 100mg + donepezil 5mg or 10mg,1,0,0,0,49.0,59.0,Synaptic / Cognitive; Cholinergic,21.6
[18f]sdm-8,1,0,0,0,49.0,59.0,Synaptic / Cognitive,21.6
subtracting cues training,1,0,0,1,44.0,64.0,Synaptic / Cognitive,21.6
"atabecestat, 25 mg",1,0,1,0,54.0,71.0,Amyloid; Synaptic / Cognitive,21.6
insulin,3,0,1,2,34.0,71.33333333333333,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Synaptic / Cognitive; NMDA / Glutamate; Metabolic / Mitochondrial,21.6
repeated exposure (xp),1,0,0,1,44.0,64.0,Synaptic / Cognitive,21.6
"atabecestat, 5 mg",1,0,1,0,54.0,71.0,Amyloid; Synaptic / Cognitive,21.6
psychosocial intervention,3,0,0,1,34.0,66.0,Unspecified / Other; Synaptic / Cognitive; Lifestyle / Digital; Lifestyle / Digital,21.6
sam-315,3,0,1,2,33.666666666666664,71.33333333333333,Unspecified / Other,21.46666666666667
prazosin,3,0,0,3,23.333333333333332,76.66666666666667,Synaptic / Cognitive; Unspecified / Other,21.333333333333336
ad-35 60 mg,1,0,0,0,48.0,57.0,Unspecified / Other,21.200000000000003
razadyne er,1,0,1,0,53.0,63.0,Synaptic / Cognitive; Cholinergic,21.200000000000003
physical activity intervention,2,0,0,2,33.0,67.0,Synaptic / Cognitive; Lifestyle / Digital; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,21.200000000000003
cot,1,0,0,0,48.0,57.0,Synaptic / Cognitive,21.200000000000003
18f-92,1,0,0,0,48.0,60.0,Amyloid,21.200000000000003
octohydroaminoacridine succinate tablets,1,0,0,0,48.0,57.0,Unspecified / Other,21.200000000000003
older smoker motivational intervention,1,0,0,1,43.0,57.0,Tau; Synaptic / Cognitive,21.2
bupropion pill,1,0,0,1,43.0,57.0,Lifestyle / Digital,21.2
self-administered online cbt plus therapist check in,1,0,0,1,43.0,57.0,Synaptic / Cognitive; Lifestyle / Digital,21.2
xanamem® 5 mg,1,0,0,1,43.0,62.0,Synaptic / Cognitive,21.2
xanamem® 10 mg,1,0,0,1,43.0,62.0,Synaptic / Cognitive,21.2
p3,1,0,0,1,43.0,57.0,Unspecified / Other,21.2
apoe,1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
es-citalopram,1,0,0,1,43.0,65.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,21.2
ehr cds,1,0,0,1,43.0,57.0,Unspecified / Other,21.2
training in positivity,1,0,0,1,43.0,57.0,Lifestyle / Digital,21.2
gamification,1,0,0,1,43.0,57.0,Unspecified / Other,21.2
gsi-136,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
psychotherapy groups,1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
donepezil 10 mg,1,0,0,1,43.0,62.0,Synaptic / Cognitive; Cholinergic,21.2
donepezil 5 - 10 mg,1,0,0,1,43.0,62.0,Synaptic / Cognitive; Cholinergic,21.2
"pleiotropic info, in-person disclosure",1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
ckd-355b (d797/memantine hcl 20mg),1,0,0,1,43.0,62.0,NMDA / Glutamate,21.2
pregnant+ app for smartphone,1,0,0,1,43.0,57.0,Metabolic / Mitochondrial; Lifestyle / Digital,21.2
asp0777,1,0,0,1,43.0,62.0,Cholinergic,21.2
cts21166 (zpq-21166),1,0,0,1,43.0,62.0,Unspecified / Other,21.2
tml-6 granules,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
cms121,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
bi 409306 25 mg,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
biib037,1,0,0,1,43.0,62.0,Amyloid,21.2
ckd-355a (d797/memantine hcl 20mg),1,0,0,1,43.0,62.0,NMDA / Glutamate,21.2
neurological soft signs,1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
bi 409306 50 mg,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
technology based social interactions,1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
neuro rx gamma synchronous,1,0,0,1,43.0,62.0,Synaptic / Cognitive,21.2
neuro rx gamma asynchronous,1,0,0,1,43.0,62.0,Synaptic / Cognitive,21.2
biopsy,1,0,0,1,43.0,57.0,Amyloid,21.2
ndx-1017,1,0,0,1,43.0,62.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,21.2
psychological advice,1,0,0,1,43.0,57.0,Lifestyle / Digital,21.2
estocma: an app to fight stigma associated with ocd,1,0,0,1,43.0,57.0,Unspecified / Other,21.2
"pleiotropic info, phone disclosure",1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
my tools 4 care,1,0,0,1,43.0,57.0,Unspecified / Other,21.2
[11c]mes-impy,1,0,0,1,43.0,65.0,Amyloid; Tau; Synaptic / Cognitive,21.2
"ad-only info, phone disclosure",1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
ro7105705,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
rofecoxib,1,0,0,1,43.0,65.0,Synaptic / Cognitive; Cholinergic,21.2
gsi 136,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
nudge intervention,1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
saline solution - iv,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
varenicline pill,1,0,0,1,43.0,57.0,Lifestyle / Digital,21.2
d797,1,0,0,1,43.0,62.0,NMDA / Glutamate,21.2
so-lo-mo,1,0,0,1,43.0,57.0,Lifestyle / Digital,21.2
"ad-only info, in-person disclosure",1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
rsg xr,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
d324 (memantine hcl 10mg),1,0,0,1,43.0,62.0,NMDA / Glutamate,21.2
iadl administration by phone,1,0,0,1,43.0,57.0,Synaptic / Cognitive; Lifestyle / Digital,21.2
sertraline (zoloft),1,0,0,1,43.0,65.0,Unspecified / Other,21.2
self-help groups,1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
mhealth application,1,0,0,1,43.0,57.0,Metabolic / Mitochondrial; Vascular,21.2
acu193,1,0,0,1,43.0,62.0,Synaptic / Cognitive,21.2
active comparator b,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
mhealth application with interactivity,1,0,0,1,43.0,57.0,Metabolic / Mitochondrial; Vascular,21.2
drug: e2609,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
azd3839,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
j147,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
video chat,1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
azd0328,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
p3+,1,0,0,1,43.0,57.0,Unspecified / Other,21.2
immediate treatment group with high-intensity prompts,1,0,0,1,43.0,57.0,Vascular,21.2
active comparator: a,1,0,0,1,43.0,62.0,Unspecified / Other,21.2
acd856 (fed cohort),1,0,0,1,43.0,62.0,Synaptic / Cognitive,21.2
in-home technology system and questionnaires,1,0,0,1,43.0,57.0,Synaptic / Cognitive,21.2
